Transaction_ID,Lead_ID,Account_ID,Product_ID,Close_Date,Qty,Unit_Price,Total_Amount,Lead_Source,Created_Date,Status,Lead_Score,Company_Name,Market,Country,Industry,Account_Tier,Product_Name,Category,Unit_Cost,Total_Cost,Gross_Profit,Profit_Margin_%,Month
T646,L034,ACC03,P007,2024-12-28,21500,747.0,16060500.0,Indiamart,2024-09-26,Converted,83,Tata Power,Domestic,India,Energy,Mid-Market,SuperExMB50,Mixed Bed,350.0,7525000.0,8535500.0,53.14591700133868,2024-12
T647,L036,ACC37,P002,2024-12-18,3000,560.0,1680000.0,Outbound,2024-08-24,Converted,67,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,750000.0,930000.0,55.35714285714286,2024-12
T648,L037,ACC09,P006,2024-01-17,10000,630.0,6300000.0,LinkedIn,2024-07-07,Converted,66,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExA14OH,Anion,350.0,3500000.0,2800000.0,44.44444444444444,2024-01
T649,L039,ACC35,P001,2024-01-07,12500,465.0,5812500.0,Indiamart,2024-12-09,Converted,25,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExC18H,Cation,200.0,2500000.0,3312500.0,56.98924731182796,2024-01
T650,L040,ACC33,P005,2024-12-21,14500,870.0,12615000.0,Referral,2024-06-29,Converted,94,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExA14Cl,Anion,500.0,7250000.0,5365000.0,42.5287356321839,2024-12
T651,L041,ACC18,P008,2024-07-04,2500,850.0,2125000.0,LinkedIn,2024-01-04,Converted,97,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,1000000.0,1125000.0,52.94117647058824,2024-07
T652,L043,ACC38,P010,2024-01-20,17000,526.5,8950500.0,Website,2024-03-04,Converted,97,Biocon,International,Switzerland,Pharma,Enterprise,SuperMENitrex,Media,290.0,4930000.0,4020500.0,44.91927825261159,2024-01
T653,L045,ACC47,P001,2024-05-11,12500,465.0,5812500.0,Outbound,2024-07-23,Converted,99,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,2500000.0,3312500.0,56.98924731182796,2024-05
T654,L046,ACC32,P003,2024-07-17,22500,612.5,13781250.0,Website,2024-06-25,Converted,68,Aarti Industries,International,USA,Chemicals,Enterprise,EDMAXG,Mixed Bed,250.0,5625000.0,8156250.0,59.183673469387756,2024-07
T655,L001,ACC47,P002,2024-12-17,9500,560.0,5320000.0,LinkedIn,2024-01-10,Converted,85,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18Na,Cation,250.0,2375000.0,2945000.0,55.35714285714286,2024-12
T656,L002,ACC48,P010,2024-09-03,18000,526.5,9477000.0,Indiamart,2024-01-12,Converted,90,Diageo India,International,India,Pharma,Mid-Market,SuperMENitrex,Media,290.0,5220000.0,4257000.0,44.91927825261159,2024-09
T657,L004,ACC12,P007,2024-04-24,17000,747.0,12699000.0,Referral,2024-01-20,Converted,75,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExMB50,Mixed Bed,350.0,5950000.0,6749000.0,53.14591700133868,2024-04
T658,L006,ACC07,P004,2024-07-09,10500,573.5,6021750.0,Website,2024-02-05,Converted,88,Adani Group,Domestic,India,Infrastructure,Enterprise,EDMAXM,Mixed Bed,270.0,2835000.0,3186750.0,52.92066259808196,2024-07
T659,L007,ACC36,P006,2024-05-07,5500,630.0,3465000.0,Indiamart,2024-02-10,Converted,92,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14OH,Anion,350.0,1925000.0,1540000.0,44.44444444444444,2024-05
T660,L009,ACC11,P009,2024-11-01,24500,494.0,12103000.0,Referral,2024-02-18,Converted,80,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperMEIRM,Media,280.0,6860000.0,5243000.0,43.31983805668016,2024-11
T661,L011,ACC46,P005,2024-12-05,23500,870.0,20445000.0,Outbound,2024-03-01,Converted,82,ITC Limited,International,India,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,11750000.0,8695000.0,42.5287356321839,2024-12
T662,L012,ACC21,P001,2024-07-15,11000,465.0,5115000.0,LinkedIn,2024-03-05,Converted,89,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18H,Cation,200.0,2200000.0,2915000.0,56.98924731182796,2024-07
T663,L014,ACC43,P007,2024-12-19,11000,747.0,8217000.0,Indiamart,2024-03-15,Converted,77,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperExMB50,Mixed Bed,350.0,3850000.0,4367000.0,53.14591700133868,2024-12
T664,L015,ACC36,P004,2024-07-28,18000,573.5,10323000.0,Referral,2024-03-20,Converted,95,Lupin Limited,International,USA,Oil & Gas,Enterprise,EDMAXM,Mixed Bed,270.0,4860000.0,5463000.0,52.92066259808196,2024-07
T665,L017,ACC22,P006,2024-01-10,21000,630.0,13230000.0,LinkedIn,2024-04-02,Converted,81,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14OH,Anion,350.0,7350000.0,5880000.0,44.44444444444444,2024-01
T666,L018,ACC21,P001,2024-12-14,20000,465.0,9300000.0,Website,2024-04-05,Converted,84,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18H,Cation,200.0,4000000.0,5300000.0,56.98924731182796,2024-12
T667,L020,ACC02,P005,2024-07-12,9500,870.0,8265000.0,Referral,2024-04-12,Converted,87,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,4750000.0,3515000.0,42.5287356321839,2024-07
T668,L021,ACC37,P008,2024-03-30,20000,850.0,17000000.0,LinkedIn,2024-02-27,Converted,16,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExMB60,Mixed Bed,400.0,8000000.0,9000000.0,52.94117647058824,2024-03
T669,L023,ACC17,P010,2024-01-01,17000,526.5,8950500.0,Website,2024-11-08,Converted,74,Cipla Ltd,Domestic,India,Pharma,Mid-Market,SuperMENitrex,Media,290.0,4930000.0,4020500.0,44.91927825261159,2024-01
T670,L025,ACC22,P001,2024-05-13,17500,465.0,8137500.0,Outbound,2024-09-20,Converted,70,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExC18H,Cation,200.0,3500000.0,4637500.0,56.98924731182796,2024-05
T671,L026,ACC44,P002,2024-02-23,8000,560.0,4480000.0,Website,2024-06-23,Converted,40,Hindalco Industries,International,India,Agriculture,Enterprise,SuperExC18Na,Cation,250.0,2000000.0,2480000.0,55.35714285714286,2024-02
T672,L028,ACC01,P006,2024-04-23,5500,630.0,3465000.0,LinkedIn,2024-11-23,Converted,40,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExA14OH,Anion,350.0,1925000.0,1540000.0,44.44444444444444,2024-04
T673,L030,ACC29,P003,2024-04-29,23000,612.5,14087500.0,Website,2024-10-28,Converted,36,ONGC,Domestic,India,Mining,Mid-Market,EDMAXG,Mixed Bed,250.0,5750000.0,8337500.0,59.183673469387756,2024-04
T674,L031,ACC29,P005,2024-08-13,18000,870.0,15660000.0,Outbound,2024-07-27,Converted,81,ONGC,Domestic,India,Mining,Mid-Market,SuperExA14Cl,Anion,500.0,9000000.0,6660000.0,42.5287356321839,2024-08
T675,L033,ACC20,P008,2024-02-03,11000,850.0,9350000.0,Website,2024-03-03,Converted,14,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExMB60,Mixed Bed,400.0,4400000.0,4950000.0,52.94117647058824,2024-02
T676,L034,ACC03,P007,2024-12-14,5000,747.0,3735000.0,Indiamart,2024-09-26,Converted,83,Tata Power,Domestic,India,Energy,Mid-Market,SuperExMB50,Mixed Bed,350.0,1750000.0,1985000.0,53.14591700133868,2024-12
T677,L036,ACC37,P002,2024-09-15,4000,560.0,2240000.0,Outbound,2024-08-24,Converted,67,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,1000000.0,1240000.0,55.35714285714286,2024-09
T678,L037,ACC09,P006,2024-12-12,20000,630.0,12600000.0,LinkedIn,2024-07-07,Converted,66,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExA14OH,Anion,350.0,7000000.0,5600000.0,44.44444444444444,2024-12
T679,L039,ACC35,P001,2024-05-17,4000,465.0,1860000.0,Indiamart,2024-12-09,Converted,25,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExC18H,Cation,200.0,800000.0,1060000.0,56.98924731182796,2024-05
T680,L040,ACC33,P005,2024-07-15,21500,870.0,18705000.0,Referral,2024-06-29,Converted,94,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExA14Cl,Anion,500.0,10750000.0,7955000.0,42.5287356321839,2024-07
T681,L041,ACC18,P008,2024-04-24,5000,850.0,4250000.0,LinkedIn,2024-01-04,Converted,97,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,2000000.0,2250000.0,52.94117647058824,2024-04
T682,L043,ACC38,P010,2024-08-12,23000,526.5,12109500.0,Website,2024-03-04,Converted,97,Biocon,International,Switzerland,Pharma,Enterprise,SuperMENitrex,Media,290.0,6670000.0,5439500.0,44.91927825261159,2024-08
T683,L045,ACC47,P001,2024-07-30,7500,465.0,3487500.0,Outbound,2024-07-23,Converted,99,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,1500000.0,1987500.0,56.98924731182796,2024-07
T684,L046,ACC32,P003,2024-01-15,9000,612.5,5512500.0,Website,2024-06-25,Converted,68,Aarti Industries,International,USA,Chemicals,Enterprise,EDMAXG,Mixed Bed,250.0,2250000.0,3262500.0,59.183673469387756,2024-01
T685,L001,ACC47,P002,2024-09-29,16000,560.0,8960000.0,LinkedIn,2024-01-10,Converted,85,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18Na,Cation,250.0,4000000.0,4960000.0,55.35714285714286,2024-09
T686,L002,ACC48,P010,2024-04-10,8000,526.5,4212000.0,Indiamart,2024-01-12,Converted,90,Diageo India,International,India,Pharma,Mid-Market,SuperMENitrex,Media,290.0,2320000.0,1892000.0,44.91927825261159,2024-04
T687,L004,ACC12,P007,2024-08-09,9500,747.0,7096500.0,Referral,2024-01-20,Converted,75,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExMB50,Mixed Bed,350.0,3325000.0,3771500.0,53.14591700133868,2024-08
T688,L006,ACC07,P004,2024-11-03,10500,573.5,6021750.0,Website,2024-02-05,Converted,88,Adani Group,Domestic,India,Infrastructure,Enterprise,EDMAXM,Mixed Bed,270.0,2835000.0,3186750.0,52.92066259808196,2024-11
T689,L007,ACC36,P006,2024-07-15,7500,630.0,4725000.0,Indiamart,2024-02-10,Converted,92,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14OH,Anion,350.0,2625000.0,2100000.0,44.44444444444444,2024-07
T690,L009,ACC11,P009,2024-01-20,24500,494.0,12103000.0,Referral,2024-02-18,Converted,80,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperMEIRM,Media,280.0,6860000.0,5243000.0,43.31983805668016,2024-01
T691,L011,ACC46,P005,2024-11-11,18000,870.0,15660000.0,Outbound,2024-03-01,Converted,82,ITC Limited,International,India,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,9000000.0,6660000.0,42.5287356321839,2024-11
T692,L012,ACC21,P001,2024-10-14,3500,465.0,1627500.0,LinkedIn,2024-03-05,Converted,89,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18H,Cation,200.0,700000.0,927500.0,56.98924731182796,2024-10
T693,L014,ACC43,P007,2024-05-02,19500,747.0,14566500.0,Indiamart,2024-03-15,Converted,77,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperExMB50,Mixed Bed,350.0,6825000.0,7741500.0,53.14591700133868,2024-05
T694,L015,ACC36,P004,2024-12-15,10500,573.5,6021750.0,Referral,2024-03-20,Converted,95,Lupin Limited,International,USA,Oil & Gas,Enterprise,EDMAXM,Mixed Bed,270.0,2835000.0,3186750.0,52.92066259808196,2024-12
T695,L017,ACC22,P006,2024-10-04,21000,630.0,13230000.0,LinkedIn,2024-04-02,Converted,81,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14OH,Anion,350.0,7350000.0,5880000.0,44.44444444444444,2024-10
T696,L018,ACC21,P001,2024-05-27,14000,465.0,6510000.0,Website,2024-04-05,Converted,84,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18H,Cation,200.0,2800000.0,3710000.0,56.98924731182796,2024-05
T697,L020,ACC02,P005,2024-04-17,25000,870.0,21750000.0,Referral,2024-04-12,Converted,87,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,12500000.0,9250000.0,42.5287356321839,2024-04
T698,L021,ACC37,P008,2024-12-07,16000,850.0,13600000.0,LinkedIn,2024-02-27,Converted,16,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExMB60,Mixed Bed,400.0,6400000.0,7200000.0,52.94117647058824,2024-12
T699,L023,ACC17,P010,2024-03-01,13500,526.5,7107750.0,Website,2024-11-08,Converted,74,Cipla Ltd,Domestic,India,Pharma,Mid-Market,SuperMENitrex,Media,290.0,3915000.0,3192750.0,44.91927825261159,2024-03
T700,L025,ACC22,P001,2024-08-15,17500,465.0,8137500.0,Outbound,2024-09-20,Converted,70,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExC18H,Cation,200.0,3500000.0,4637500.0,56.98924731182796,2024-08
T701,L026,ACC44,P002,2024-04-26,23500,560.0,13160000.0,Website,2024-06-23,Converted,40,Hindalco Industries,International,India,Agriculture,Enterprise,SuperExC18Na,Cation,250.0,5875000.0,7285000.0,55.35714285714286,2024-04
T702,L028,ACC01,P006,2024-01-21,9500,630.0,5985000.0,LinkedIn,2024-11-23,Converted,40,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExA14OH,Anion,350.0,3325000.0,2660000.0,44.44444444444444,2024-01
T703,L030,ACC29,P003,2024-11-18,20000,612.5,12250000.0,Website,2024-10-28,Converted,36,ONGC,Domestic,India,Mining,Mid-Market,EDMAXG,Mixed Bed,250.0,5000000.0,7250000.0,59.183673469387756,2024-11
T704,L031,ACC29,P005,2024-11-06,19500,870.0,16965000.0,Outbound,2024-07-27,Converted,81,ONGC,Domestic,India,Mining,Mid-Market,SuperExA14Cl,Anion,500.0,9750000.0,7215000.0,42.5287356321839,2024-11
T705,L033,ACC20,P008,2024-09-02,8000,850.0,6800000.0,Website,2024-03-03,Converted,14,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperExMB60,Mixed Bed,400.0,3200000.0,3600000.0,52.94117647058824,2024-09
T706,L034,ACC03,P007,2024-12-02,21000,747.0,15687000.0,Indiamart,2024-09-26,Converted,83,Tata Power,Domestic,India,Energy,Mid-Market,SuperExMB50,Mixed Bed,350.0,7350000.0,8337000.0,53.14591700133868,2024-12
T707,L036,ACC37,P002,2024-09-25,5500,560.0,3080000.0,Outbound,2024-08-24,Converted,67,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,1375000.0,1705000.0,55.35714285714286,2024-09
T708,L037,ACC09,P006,2024-03-12,12000,630.0,7560000.0,LinkedIn,2024-07-07,Converted,66,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExA14OH,Anion,350.0,4200000.0,3360000.0,44.44444444444444,2024-03
T709,L039,ACC35,P001,2024-07-11,13000,465.0,6045000.0,Indiamart,2024-12-09,Converted,25,Lanxess India,Domestic,India,Manufacturing,Enterprise,SuperExC18H,Cation,200.0,2600000.0,3445000.0,56.98924731182796,2024-07
T710,L040,ACC33,P005,2024-06-26,24500,870.0,21315000.0,Referral,2024-06-29,Converted,94,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExA14Cl,Anion,500.0,12250000.0,9065000.0,42.5287356321839,2024-06
T711,L041,ACC18,P008,2024-01-05,6500,850.0,5525000.0,LinkedIn,2024-01-04,Converted,97,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,2600000.0,2925000.0,52.94117647058824,2024-01
T712,L043,ACC38,P010,2024-02-10,15000,526.5,7897500.0,Website,2024-03-04,Converted,97,Biocon,International,Switzerland,Pharma,Enterprise,SuperMENitrex,Media,290.0,4350000.0,3547500.0,44.91927825261159,2024-02
T713,L045,ACC47,P008,2024-09-11,17000,850.0,14450000.0,Outbound,2024-07-23,Converted,99,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExMB60,Mixed Bed,400.0,6800000.0,7650000.0,52.94117647058824,2024-09
T714,L046,ACC32,P010,2024-06-11,22500,526.5,11846250.0,Website,2024-06-25,Converted,68,Aarti Industries,International,USA,Chemicals,Enterprise,SuperMENitrex,Media,290.0,6525000.0,5321250.0,44.91927825261159,2024-06
T715,L018,ACC47,P001,2024-07-22,17500,465.0,8137500.0,Website,2024-04-05,Converted,84,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,3500000.0,4637500.0,56.98924731182796,2024-07
T716,L020,ACC48,P002,2024-02-05,24000,560.0,13440000.0,Referral,2024-04-12,Converted,87,Diageo India,International,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,6000000.0,7440000.0,55.35714285714286,2024-02
T717,L021,ACC12,P006,2024-01-29,25000,630.0,15750000.0,LinkedIn,2024-02-27,Converted,16,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExA14OH,Anion,350.0,8750000.0,7000000.0,44.44444444444444,2024-01
T718,L023,ACC07,P003,2024-04-24,6500,612.5,3981250.0,Website,2024-11-08,Converted,74,Adani Group,Domestic,India,Infrastructure,Enterprise,EDMAXG,Mixed Bed,250.0,1625000.0,2356250.0,59.183673469387756,2024-04
T719,L025,ACC36,P005,2024-02-22,19500,870.0,16965000.0,Outbound,2024-09-20,Converted,70,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,9750000.0,7215000.0,42.5287356321839,2024-02
T720,L026,ACC11,P008,2024-02-29,4500,850.0,3825000.0,Website,2024-06-23,Converted,40,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,1800000.0,2025000.0,52.94117647058824,2024-02
T721,L028,ACC46,P007,2024-09-11,24000,747.0,17928000.0,LinkedIn,2024-11-23,Converted,40,ITC Limited,International,India,Oil & Gas,Enterprise,SuperExMB50,Mixed Bed,350.0,8400000.0,9528000.0,53.14591700133868,2024-09
T722,L030,ACC21,P002,2024-04-17,9000,560.0,5040000.0,Website,2024-10-28,Converted,36,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18Na,Cation,250.0,2250000.0,2790000.0,55.35714285714286,2024-04
T723,L031,ACC43,P006,2024-07-16,16500,630.0,10395000.0,Outbound,2024-07-27,Converted,81,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperExA14OH,Anion,350.0,5775000.0,4620000.0,44.44444444444444,2024-07
T724,L033,ACC36,P001,2024-05-20,6500,465.0,3022500.0,Website,2024-03-03,Converted,14,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExC18H,Cation,200.0,1300000.0,1722500.0,56.98924731182796,2024-05
T725,L034,ACC22,P005,2024-07-19,21500,870.0,18705000.0,Indiamart,2024-09-26,Converted,83,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,10750000.0,7955000.0,42.5287356321839,2024-07
T726,L036,ACC21,P008,2024-11-22,16500,850.0,14025000.0,Outbound,2024-08-24,Converted,67,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExMB60,Mixed Bed,400.0,6600000.0,7425000.0,52.94117647058824,2024-11
T727,L037,ACC02,P010,2024-08-04,22000,526.5,11583000.0,LinkedIn,2024-07-07,Converted,66,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperMENitrex,Media,290.0,6380000.0,5203000.0,44.91927825261159,2024-08
T728,L039,ACC37,P001,2024-12-11,23000,465.0,10695000.0,Indiamart,2024-12-09,Converted,25,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,4600000.0,6095000.0,56.98924731182796,2024-12
T729,L040,ACC17,P003,2024-12-11,18000,612.5,11025000.0,Referral,2024-06-29,Converted,94,Cipla Ltd,Domestic,India,Pharma,Mid-Market,EDMAXG,Mixed Bed,250.0,4500000.0,6525000.0,59.183673469387756,2024-12
T730,L041,ACC22,P002,2024-11-14,14000,560.0,7840000.0,LinkedIn,2024-01-04,Converted,97,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExC18Na,Cation,250.0,3500000.0,4340000.0,55.35714285714286,2024-11
T731,L043,ACC44,P010,2024-04-16,9500,526.5,5001750.0,Website,2024-03-04,Converted,97,Hindalco Industries,International,India,Agriculture,Enterprise,SuperMENitrex,Media,290.0,2755000.0,2246750.0,44.91927825261159,2024-04
T732,L045,ACC01,P007,2024-06-04,4500,747.0,3361500.0,Outbound,2024-07-23,Converted,99,Reliance Industries,Domestic,India,Petrochemical,Enterprise,SuperExMB50,Mixed Bed,350.0,1575000.0,1786500.0,53.14591700133868,2024-06
T733,L046,ACC29,P004,2024-05-30,7000,573.5,4014500.0,Website,2024-06-25,Converted,68,ONGC,Domestic,India,Mining,Mid-Market,EDMAXM,Mixed Bed,270.0,1890000.0,2124500.0,52.92066259808196,2024-05
T734,L001,ACC29,P006,2024-05-01,3500,630.0,2205000.0,LinkedIn,2024-01-10,Converted,85,ONGC,Domestic,India,Mining,Mid-Market,SuperExA14OH,Anion,350.0,1225000.0,980000.0,44.44444444444444,2024-05
T735,L002,ACC20,P009,2024-07-05,22000,494.0,10868000.0,Indiamart,2024-01-12,Converted,90,Sinopec Group,International,China,Oil & Gas,Enterprise,SuperMEIRM,Media,280.0,6160000.0,4708000.0,43.31983805668016,2024-07
T736,L004,ACC03,P005,2024-06-03,10500,870.0,9135000.0,Referral,2024-01-20,Converted,75,Tata Power,Domestic,India,Energy,Mid-Market,SuperExA14Cl,Anion,500.0,5250000.0,3885000.0,42.5287356321839,2024-06
T737,L006,ACC37,P001,2024-05-28,13000,465.0,6045000.0,Website,2024-02-05,Converted,88,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,2600000.0,3445000.0,56.98924731182796,2024-05
T738,L007,ACC09,P007,2024-12-27,15500,747.0,11578500.0,Indiamart,2024-02-10,Converted,92,Vedanta Ltd,Domestic,India,Mining,Mid-Market,SuperExMB50,Mixed Bed,350.0,5425000.0,6153500.0,53.14591700133868,2024-12
T739,L009,ACC35,P004,2024-03-27,10000,573.5,5735000.0,Referral,2024-02-18,Converted,80,Lanxess India,Domestic,India,Manufacturing,Enterprise,EDMAXM,Mixed Bed,270.0,2700000.0,3035000.0,52.92066259808196,2024-03
T740,L011,ACC33,P006,2024-08-21,19000,630.0,11970000.0,Outbound,2024-03-01,Converted,82,Atul Ltd,Domestic,India,Energy,Enterprise,SuperExA14OH,Anion,350.0,6650000.0,5320000.0,44.44444444444444,2024-08
T741,L012,ACC18,P001,2024-03-10,8500,465.0,3952500.0,LinkedIn,2024-03-05,Converted,89,Roche Holding,International,Switzerland,Pharma,Enterprise,SuperExC18H,Cation,200.0,1700000.0,2252500.0,56.98924731182796,2024-03
T742,L014,ACC38,P005,2024-05-07,13000,870.0,11310000.0,Indiamart,2024-03-15,Converted,77,Biocon,International,Switzerland,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,6500000.0,4810000.0,42.5287356321839,2024-05
T743,L015,ACC47,P008,2024-03-07,11500,850.0,9775000.0,Referral,2024-03-20,Converted,95,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExMB60,Mixed Bed,400.0,4600000.0,5175000.0,52.94117647058824,2024-03
T744,L017,ACC32,P010,2024-03-28,10500,526.5,5528250.0,LinkedIn,2024-04-02,Converted,81,Aarti Industries,International,USA,Chemicals,Enterprise,SuperMENitrex,Media,290.0,3045000.0,2483250.0,44.91927825261159,2024-03
T745,L018,ACC47,P001,2024-05-04,23500,465.0,10927500.0,Website,2024-04-05,Converted,84,Britannia Industries,Domestic,USA,Infrastructure,Enterprise,SuperExC18H,Cation,200.0,4700000.0,6227500.0,56.98924731182796,2024-05
T746,L020,ACC48,P002,2024-06-18,17500,560.0,9800000.0,Referral,2024-04-12,Converted,87,Diageo India,International,India,Pharma,Mid-Market,SuperExC18Na,Cation,250.0,4375000.0,5425000.0,55.35714285714286,2024-06
T747,L021,ACC12,P006,2024-11-01,13500,630.0,8505000.0,LinkedIn,2024-02-27,Converted,16,Dow Chemical,International,USA,Chemicals,Enterprise,SuperExA14OH,Anion,350.0,4725000.0,3780000.0,44.44444444444444,2024-11
T748,L023,ACC07,P003,2024-10-28,8500,612.5,5206250.0,Website,2024-11-08,Converted,74,Adani Group,Domestic,India,Infrastructure,Enterprise,EDMAXG,Mixed Bed,250.0,2125000.0,3081250.0,59.183673469387756,2024-10
T749,L025,ACC36,P005,2024-10-11,16000,870.0,13920000.0,Outbound,2024-09-20,Converted,70,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExA14Cl,Anion,500.0,8000000.0,5920000.0,42.5287356321839,2024-10
T750,L026,ACC11,P008,2024-06-03,3500,850.0,2975000.0,Website,2024-06-23,Converted,40,Dr. Reddy's,Domestic,India,Pharma,Enterprise,SuperExMB60,Mixed Bed,400.0,1400000.0,1575000.0,52.94117647058824,2024-06
T751,L028,ACC46,P007,2024-06-23,8000,747.0,5976000.0,LinkedIn,2024-11-23,Converted,40,ITC Limited,International,India,Oil & Gas,Enterprise,SuperExMB50,Mixed Bed,350.0,2800000.0,3176000.0,53.14591700133868,2024-06
T752,L030,ACC21,P002,2024-03-06,19500,560.0,10920000.0,Website,2024-10-28,Converted,36,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExC18Na,Cation,250.0,4875000.0,6045000.0,55.35714285714286,2024-03
T753,L031,ACC43,P006,2024-05-08,22500,630.0,14175000.0,Outbound,2024-07-27,Converted,81,Jindal Stainless,Domestic,USA,Energy,Mid-Market,SuperExA14OH,Anion,350.0,7875000.0,6300000.0,44.44444444444444,2024-05
T754,L033,ACC36,P001,2024-08-25,20500,465.0,9532500.0,Website,2024-03-03,Converted,14,Lupin Limited,International,USA,Oil & Gas,Enterprise,SuperExC18H,Cation,200.0,4100000.0,5432500.0,56.98924731182796,2024-08
T755,L034,ACC22,P005,2024-08-16,3000,870.0,2610000.0,Indiamart,2024-09-26,Converted,83,Power Grid Corporation of India,International,USA,Pharma,Enterprise,SuperExA14Cl,Anion,500.0,1500000.0,1110000.0,42.5287356321839,2024-08
T756,L036,ACC21,P008,2024-05-09,9000,850.0,7650000.0,Outbound,2024-08-24,Converted,67,BHEL (Bharat Heavy Electricals Limited),Domestic,India,Petrochemical,Enterprise,SuperExMB60,Mixed Bed,400.0,3600000.0,4050000.0,52.94117647058824,2024-05
T757,L037,ACC02,P010,2024-05-31,10500,526.5,5528250.0,LinkedIn,2024-07-07,Converted,66,Pfizer Inc.,International,USA,Pharma,Enterprise,SuperMENitrex,Media,290.0,3045000.0,2483250.0,44.91927825261159,2024-05
T758,L039,ACC37,P001,2024-06-13,3000,465.0,1395000.0,Indiamart,2024-12-09,Converted,25,Aurobindo Pharma,Domestic,India,Pharma,Mid-Market,SuperExC18H,Cation,200.0,600000.0,795000.0,56.98924731182796,2024-06
